stat_group,stat_var,stat_label,row_group,row_var,row_label,rowLevels,col_group,col_var,col_label,colLevels,coef,se,caption,new_caption,new_caption2,FIGURE,CR_P_RELIABLE,CR_Q_RELIABLE,ZERO
Health status,Disabled,Disability status,Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,College degree or higher,4.4,"4.0 ,4.8","Percentage of disability for adults aged 18 and over (95% confidence intervals), United States",,"Disability is defined by the reported level of difficulty (no difficulty, some difficulty, a lot of difficulty, or cannot do at all) in six functioning domains: seeing (even if wearing glasses), hearing (even if wearing hearing aids), mobility (walking or climbing stairs), communication (understanding or being understood by others), cognition (remembering or concentrating), and self-care (such as washing all over or dressing). Adults who responded ""a lot of difficulty"" or ""cannot do at all"" to at least one question were considered to have a disability.",1,,1,1
Health status,Disabled,Disability status,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Large MSA,7.5,"7.0 ,8.1","Percentage of disability for adults aged 18 and over (95% confidence intervals), United States",,"Disability is defined by the reported level of difficulty (no difficulty, some difficulty, a lot of difficulty, or cannot do at all) in six functioning domains: seeing (even if wearing glasses), hearing (even if wearing hearing aids), mobility (walking or climbing stairs), communication (understanding or being understood by others), cognition (remembering or concentrating), and self-care (such as washing all over or dressing). Adults who responded ""a lot of difficulty"" or ""cannot do at all"" to at least one question were considered to have a disability.",1,,1,1
Health status,Disabled,Disability status,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Small MSA,9.8,"9.2 ,10.5","Percentage of disability for adults aged 18 and over (95% confidence intervals), United States",,"Disability is defined by the reported level of difficulty (no difficulty, some difficulty, a lot of difficulty, or cannot do at all) in six functioning domains: seeing (even if wearing glasses), hearing (even if wearing hearing aids), mobility (walking or climbing stairs), communication (understanding or being understood by others), cognition (remembering or concentrating), and self-care (such as washing all over or dressing). Adults who responded ""a lot of difficulty"" or ""cannot do at all"" to at least one question were considered to have a disability.",1,,1,1
Health status,Disabled,Disability status,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Not in MSA,14,"12.9,15.2","Percentage of disability for adults aged 18 and over (95% confidence intervals), United States",,"Disability is defined by the reported level of difficulty (no difficulty, some difficulty, a lot of difficulty, or cannot do at all) in six functioning domains: seeing (even if wearing glasses), hearing (even if wearing hearing aids), mobility (walking or climbing stairs), communication (understanding or being understood by others), cognition (remembering or concentrating), and self-care (such as washing all over or dressing). Adults who responded ""a lot of difficulty"" or ""cannot do at all"" to at least one question were considered to have a disability.",1,,1,1
Health care service use,Mntl_Therapy,Counseled by a mental health professional,Number or Percentage,ind,(none),Total,Demographic Characteristics,ind,Total,Total,9.5,"9.1 ,9.9","Percentage of mental health counseling in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked if they received counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker in the past 12 months.",10,,1,1
Health care service use,Mntl_Therapy,Counseled by a mental health professional,Number or Percentage,ind,(none),Total,Demographic Characteristics,sex,Sex,Male,7.2,"6.7 ,7.7","Percentage of mental health counseling in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked if they received counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker in the past 12 months.",10,,1,1
Health care service use,Mntl_Therapy,Counseled by a mental health professional,Number or Percentage,ind,(none),Total,Demographic Characteristics,sex,Sex,Female,11.7,"11.1,12.3","Percentage of mental health counseling in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked if they received counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker in the past 12 months.",10,,1,1
Health care service use,Mntl_Therapy,Counseled by a mental health professional,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,18-34,12,"11.1,13.0","Percentage of mental health counseling in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked if they received counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker in the past 12 months.",10,,1,1
Health care service use,Mntl_Therapy,Counseled by a mental health professional,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,35-49,10.7,"10.0,11.4","Percentage of mental health counseling in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked if they received counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker in the past 12 months.",10,,1,1
Health care service use,Mntl_Therapy,Counseled by a mental health professional,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,50-64,8.6,"8.0 ,9.3","Percentage of mental health counseling in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked if they received counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker in the past 12 months.",10,,1,1
Health care service use,Mntl_Therapy,Counseled by a mental health professional,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,65 and over,5.7,"5.0 ,6.4","Percentage of mental health counseling in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked if they received counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker in the past 12 months.",10,,1,1
Health care service use,Mntl_Therapy,Counseled by a mental health professional,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,Hispanic,6.6,"5.7 ,7.6","Percentage of mental health counseling in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked if they received counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker in the past 12 months.",10,,1,1
Health care service use,Mntl_Therapy,Counseled by a mental health professional,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"Black, non-Hispanic",10.9,"10.3,11.5","Percentage of mental health counseling in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked if they received counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker in the past 12 months.",10,,1,1
Health care service use,Mntl_Therapy,Counseled by a mental health professional,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"White, non-Hispanic",8.1,"7.2 ,9.1","Percentage of mental health counseling in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked if they received counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker in the past 12 months.",10,,1,1
Health care service use,Mntl_Therapy,Counseled by a mental health professional,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"Other, non-Hispanic",6.9,"5.9 ,8.0","Percentage of mental health counseling in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked if they received counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker in the past 12 months.",10,,1,1
Health care service use,Mntl_Therapy,Counseled by a mental health professional,Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,High school diploma or lower,6.9,"6.3 ,7.5","Percentage of mental health counseling in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked if they received counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker in the past 12 months.",10,,1,1
Health care service use,Mntl_Therapy,Counseled by a mental health professional,Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,Some college,9.8,"9.1 ,10.6","Percentage of mental health counseling in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked if they received counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker in the past 12 months.",10,,1,1
Health care service use,Mntl_Therapy,Counseled by a mental health professional,Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,College degree or higher,11.2,"10.5,11.9","Percentage of mental health counseling in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked if they received counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker in the past 12 months.",10,,1,1
Health care service use,Mntl_Therapy,Counseled by a mental health professional,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Large MSA,9.8,"9.3 ,10.4","Percentage of mental health counseling in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked if they received counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker in the past 12 months.",10,,1,1
Health care service use,Mntl_Therapy,Counseled by a mental health professional,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Small MSA,9.8,"9.2 ,10.5","Percentage of mental health counseling in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked if they received counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker in the past 12 months.",10,,1,1
Health care service use,Mntl_Therapy,Counseled by a mental health professional,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Not in MSA,7.8,"6.9 ,8.7","Percentage of mental health counseling in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked if they received counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker in the past 12 months.",10,,1,1
Health care service use,Dental,Dental exam or cleaning,Number or Percentage,ind,(none),Total,Demographic Characteristics,ind,Total,Total,64.9,"64.0,65.8","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked about how long it had been since they last had a dental examination or cleaning.,11,,1,1
Health care service use,Dental,Dental exam or cleaning,Number or Percentage,ind,(none),Total,Demographic Characteristics,sex,Sex,Male,61.2,"60.1,62.2","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked about how long it had been since they last had a dental examination or cleaning.,11,,1,1
Health care service use,Dental,Dental exam or cleaning,Number or Percentage,ind,(none),Total,Demographic Characteristics,sex,Sex,Female,68.4,"67.3,69.4","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked about how long it had been since they last had a dental examination or cleaning.,11,,1,1
Health care service use,Dental,Dental exam or cleaning,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,18-34,64,"62.7,65.3","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked about how long it had been since they last had a dental examination or cleaning.,11,,1,1
Health care service use,Dental,Dental exam or cleaning,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,35-49,65.5,"64.0,66.9","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked about how long it had been since they last had a dental examination or cleaning.,11,,1,1
Health care service use,Dental,Dental exam or cleaning,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,50-64,66.5,"65.1,67.8","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked about how long it had been since they last had a dental examination or cleaning.,11,,1,1
Health care service use,Dental,Dental exam or cleaning,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,65 and over,63.6,"62.1,65.2","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked about how long it had been since they last had a dental examination or cleaning.,11,,1,1
Health care service use,Dental,Dental exam or cleaning,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,Hispanic,57.5,"55.6,59.4","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked about how long it had been since they last had a dental examination or cleaning.,11,,1,1
Health care service use,Dental,Dental exam or cleaning,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"Black, non-Hispanic",67.9,"66.8,68.9","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked about how long it had been since they last had a dental examination or cleaning.,11,,1,1
Health care service use,Dental,Dental exam or cleaning,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"White, non-Hispanic",58.2,"55.8,60.6","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked about how long it had been since they last had a dental examination or cleaning.,11,,1,1
Health care service use,Dental,Dental exam or cleaning,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"Other, non-Hispanic",66.5,"64.2,68.8","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked about how long it had been since they last had a dental examination or cleaning.,11,,1,1
Health care service use,Dental,Dental exam or cleaning,Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,High school diploma or lower,51.4,"50.1,52.7","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked about how long it had been since they last had a dental examination or cleaning.,11,,1,1
Health care service use,Dental,Dental exam or cleaning,Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,Some college,65.5,"64.3,66.7","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked about how long it had been since they last had a dental examination or cleaning.,11,,1,1
Health care service use,Dental,Dental exam or cleaning,Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,College degree or higher,79.7,"78.8,80.6","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked about how long it had been since they last had a dental examination or cleaning.,11,,1,1
Health care service use,Dental,Dental exam or cleaning,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Large MSA,67.5,"66.5,68.6","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked about how long it had been since they last had a dental examination or cleaning.,11,,1,1
Health care service use,Dental,Dental exam or cleaning,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Small MSA,64.5,"62.9,66.0","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked about how long it had been since they last had a dental examination or cleaning.,11,,1,1
Health care service use,Dental,Dental exam or cleaning,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Not in MSA,56.2,"54.0,58.4","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked about how long it had been since they last had a dental examination or cleaning.,11,,1,1
Health care service use,Bld_prss_chk,Blood pressure check,Number or Percentage,ind,(none),Total,Demographic Characteristics,ind,Total,Total,88.1,"87.5,88.6","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.",12,,1,1
Health care service use,Bld_prss_chk,Blood pressure check,Number or Percentage,ind,(none),Total,Demographic Characteristics,sex,Sex,Male,83.8,"83.0,84.7","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.",12,,1,1
Health care service use,Bld_prss_chk,Blood pressure check,Number or Percentage,ind,(none),Total,Demographic Characteristics,sex,Sex,Female,92,"91.4,92.5","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.",12,,1,1
Health care service use,Bld_prss_chk,Blood pressure check,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,18-34,81.8,"80.7,82.8","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.",12,,1,1
Health care service use,Bld_prss_chk,Blood pressure check,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,35-49,85.3,"84.3,86.3","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.",12,,1,1
Health care service use,Bld_prss_chk,Blood pressure check,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,50-64,90.8,"89.9,91.6","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.",12,,1,1
Health care service use,Bld_prss_chk,Blood pressure check,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,65 and over,96.7,"96.3,97.1","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.",12,,1,1
Health care service use,Bld_prss_chk,Blood pressure check,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,Hispanic,81.7,"80.2,83.2","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.",12,,1,1
Health care service use,Bld_prss_chk,Blood pressure check,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"Black, non-Hispanic",89.5,"88.9,90.0","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.",12,,1,1
Health care service use,Bld_prss_chk,Blood pressure check,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"White, non-Hispanic",90.5,"89.1,91.8","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.",12,,1,1
Health care service use,Bld_prss_chk,Blood pressure check,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"Other, non-Hispanic",86.5,"84.7,88.2","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.",12,,1,1
Health care service use,Bld_prss_chk,Blood pressure check,Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,High school diploma or lower,86.4,"85.5,87.3","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.",12,,1,1
Health care service use,Bld_prss_chk,Blood pressure check,Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,Some college,89.3,"88.4,90.2","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.",12,,1,1
Health care service use,Bld_prss_chk,Blood pressure check,Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,College degree or higher,91,"90.3,91.7","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.",12,,1,1
Health care service use,Bld_prss_chk,Blood pressure check,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Large MSA,87.7,"87.0,88.4","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.",12,,1,1
Health care service use,Bld_prss_chk,Blood pressure check,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Small MSA,88.4,"87.4,89.4","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.",12,,1,1
